Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price,City
KFC,"inAl Manial,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/658817/kfc-manial-kfc--tmp?aid=7766,117,"[109.0, 65.0, 40.0, 240.0, 630.0, 299.0, 288.0, 288.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 446.0, 445.0, 535.0, 189.0, 255.0, 210.0, 180.0, 180.0, 288.0, 260.0, 288.0, 260.0, 375.0, 375.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 294.0, 446.0, 445.0, 535.0, 399.0, 205.0, 350.0, 189.0, 695.0, 920.0, 545.0, 770.0, 725.0, 840.0, 950.0, 1055.0, 810.0, 660.0, 1025.0, 875.0, 629.0, 685.0, 255.0, 325.0, 149.0, 210.0, 215.0, 245.0, 250.0, 255.0, 285.0, 255.0, 155.0, 170.0, 155.0, 110.0, 110.0, 110.0, 205.0, 210.0, 210.0, 125.0, 125.0, 65.0, 40.0, 30.0, 60.0, 3.0, 90.0, 130.0, 110.0, 180.0, 109.0, 90.0, 90.0, 125.0, 65.0, 40.0, 7.0, 84.0, 84.0, 35.0, 35.0, 35.0, 34.0]",3.0,1055.0,306.54700854700855,cairo
Heart Attack,"inAl Manial,Egypt","Fried chicken, Sandwiches, Burgers",https://www.talabat.com/egypt/restaurant/639933/heart-attack-al-manial--tgo?aid=7766,103,"[15.0, 70.0, 70.0, 70.0, 70.0, 270.0, 700.0, 850.0, 690.0, 945.0, 380.0, 350.0, 450.0, 270.0, 450.0, 270.0, 360.0, 180.0, 380.0, 195.0, 225.0, 350.0, 320.0, 780.0, 400.0, 610.0, 1000.0, 1070.0, 700.0, 850.0, 690.0, 945.0, 380.0, 180.0, 350.0, 490.0, 450.0, 270.0, 450.0, 270.0, 360.0, 180.0, 380.0, 195.0, 225.0, 350.0, 170.0, 170.0, 170.0, 170.0, 230.0, 230.0, 200.0, 245.0, 200.0, 195.0, 200.0, 110.0, 195.0, 195.0, 135.0, 110.0, 110.0, 110.0, 110.0, 220.0, 95.0, 320.0, 170.0, 230.0, 395.0, 780.0, 400.0, 610.0, 755.0, 1000.0, 1070.0, 110.0, 110.0, 125.0, 235.0, 65.0, 90.0, 100.0, 90.0, 65.0, 125.0, 100.0, 5.0, 50.0, 60.0, 70.0, 70.0, 200.0, 70.0, 50.0, 30.0, 70.0, 50.0, 15.0, 30.0, 30.0, 15.0]",5.0,1070.0,299.36893203883494,cairo
New Wadi El Nile,"inDowntown,Egypt","Fish & Seafood, Street Food, Fish & chips",https://www.talabat.com/egypt/restaurant/776648/new-wadi-el-nile-downtown--ramsis?aid=7766,97,"[3.0, 1350.0, 120.0, 1350.0, 300.0, 300.0, 160.0, 150.0, 1.0, 1.0, 170.0, 215.0, 320.0, 350.0, 300.0, 300.0, 300.0, 250.0, 400.0, 450.0, 350.0, 320.0, 350.0, 450.0, 500.0, 450.0, 425.0, 90.0, 100.0, 400.0, 280.0, 100.0, 90.0, 280.0, 300.0, 250.0, 270.0, 250.0, 60.0, 260.0, 240.0, 220.0, 400.0, 625.0, 300.0, 400.0, 350.0, 220.0, 300.0, 400.0, 300.0, 260.0, 270.0, 150.0, 150.0, 120.0, 10.0, 10.0, 10.0, 3.0, 10.0, 20.0]",1.0,1350.0,276.33870967741933,cairo
Pizza Master,"inDowntown - Magales El Sha'ab,Egypt","Pizza, Fast Food, Pasta, Pizza",https://www.talabat.com/egypt/restaurant/518625/pizza-master-downtown--magales-el-shaab?aid=7766,65,"[800.0, 700.0, 1100.0, 280.0, 900.0, 280.0, 700.0, 900.0, 800.0, 1100.0, 280.0, 700.0, 900.0, 800.0, 1100.0, 100.0, 210.0, 55.0, 110.0, 75.0, 35.0, 50.0]",35.0,1100.0,544.3181818181819,cairo
Red Elephant,"inMohandiseen,Egypt","Indian , Fish & Seafood, Seyami, Grills, Healthy , Beverages, Soup, Chicken, Vegan, Vegetarian, South Indian, Salad, Indian, Indian, Asian, Chinese, Asian",https://www.talabat.com/egypt/restaurant/515548/red-elephant-mohandesin--jazerat-el-arab?aid=7766,171,"[65.0, 330.0, 65.0, 490.0, 330.0, 330.0, 450.0, 1600.0, 330.0, 330.0, 330.0, 330.0, 330.0, 330.0, 350.0, 350.0, 350.0, 350.0, 350.0, 925.0, 450.0, 1600.0, 105.0, 110.0, 175.0, 95.0, 180.0, 90.0, 90.0, 95.0, 95.0, 98.0, 135.0, 115.0, 98.0, 115.0, 95.0, 75.0, 75.0, 75.0, 95.0, 235.0, 315.0, 310.0, 315.0, 325.0, 315.0, 315.0, 310.0, 320.0, 315.0, 315.0, 315.0, 370.0, 360.0, 340.0, 370.0, 370.0, 225.0, 240.0, 235.0, 235.0, 235.0, 205.0, 240.0, 170.0, 205.0, 250.0, 295.0, 305.0, 350.0, 530.0, 585.0, 195.0, 225.0, 95.0, 115.0, 105.0, 75.0, 55.0, 65.0, 65.0, 55.0, 55.0, 65.0, 45.0, 285.0, 285.0, 285.0, 285.0, 285.0, 310.0, 285.0, 285.0, 295.0, 295.0, 325.0, 325.0, 340.0, 325.0, 325.0, 325.0, 120.0, 155.0, 85.0, 100.0, 75.0, 95.0, 55.0, 70.0, 130.0, 150.0, 140.0, 165.0, 170.0, 205.0, 270.0, 310.0, 205.0, 235.0, 45.0, 235.0, 75.0, 55.0, 55.0, 95.0, 90.0, 95.0, 75.0, 75.0, 225.0, 630.0, 630.0, 630.0, 630.0, 630.0, 350.0, 350.0, 380.0, 490.0, 490.0, 245.0, 1150.0, 65.0, 78.0, 70.0, 55.0, 55.0, 60.0, 65.0, 75.0, 70.0, 35.0, 20.0, 25.0, 40.0, 35.0, 25.0, 65.0, 50.0, 40.0, 40.0, 35.0, 35.0, 30.0, 90.0, 90.0, 90.0]",20.0,1600.0,238.5059523809524,cairo
Burger King,"inAl Manial,Egypt","Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/507781/burger-king-al-manial?aid=7766,83,"[205.0, 299.0, 275.0, 70.0, 110.0, 110.0, 219.0, 219.0, 299.0, 315.0, 375.0, 275.0, 299.0, 219.0, 219.0, 299.0, 310.0, 310.0, 315.0, 375.0, 260.0, 300.0, 299.0, 400.0, 309.0, 360.0, 219.0, 315.0, 205.0, 429.0, 435.0, 460.0, 299.0, 380.0, 309.0, 309.0, 275.0, 259.0, 159.0, 470.0, 360.0, 110.0, 100.0, 75.0, 120.0, 60.0, 80.0, 90.0, 150.0, 110.0, 60.0, 25.0, 60.0, 55.0, 25.0, 25.0, 60.0, 340.0, 369.0, 375.0, 400.0, 410.0, 300.0, 250.0, 250.0, 249.0, 249.0, 320.0, 199.0, 215.0, 239.0, 99.0, 60.0, 70.0, 249.0, 239.0, 159.0, 145.0, 140.0, 120.0, 140.0, 140.0]",25.0,470.0,229.9878048780488,cairo
Mr. Koko,"inDowntown - Abdin,Egypt","Burgers, Arabic, Sandwiches",https://www.talabat.com/egypt/restaurant/764690/mr-koko-downtown--abdin?aid=7766,73,"[155.0, 30.0, 70.0, 155.0, 155.0, 155.0, 155.0, 155.0, 195.0, 215.0, 215.0, 185.0, 195.0, 195.0, 185.0, 185.0, 70.0, 100.0, 100.0, 60.0, 90.0, 90.0, 95.0, 95.0, 20.0, 20.0, 20.0, 15.0, 20.0, 25.0, 30.0, 30.0, 30.0, 20.0, 20.0, 20.0, 25.0]",15.0,215.0,97.16216216216216,cairo
Hawawshi El Refaay,"inDowntown - Abdin,Egypt","Grills, Arabic",https://www.talabat.com/egypt/restaurant/508259/hawawshi-el-refaay-downtown--abdin?aid=7766,69,"[115.0, 100.0, 20.0, 75.0, 20.0, 120.0, 126.0, 129.05, 119.0, 234.05, 100.0, 105.0, 115.0, 120.0, 135.0, 105.0, 120.0, 135.0, 150.0, 130.0, 130.0, 140.0, 110.0, 145.0, 125.0, 130.0, 130.0, 140.0, 160.0, 170.0, 165.0, 220.0, 145.0, 115.0, 135.0, 150.0, 145.0, 155.0, 155.0, 145.0, 140.0, 100.0, 115.0, 125.0, 140.0, 170.0, 20.0, 20.0, 20.0, 25.0, 10.0, 60.0, 75.0, 70.0, 40.0, 60.0, 75.0, 15.0, 15.0, 15.0, 15.0, 620.0, 670.0, 790.0, 540.0, 30.0, 15.0, 35.0, 40.0]",10.0,790.0,134.0304347826087,cairo
99CUPS,"inAl Manial - El Rawda,Egypt","Coffee & Tea, Cafe, Beverages",https://www.talabat.com/egypt/restaurant/771884/99cups-al-manial?aid=7766,40,"[25.0, 45.0, 25.0, 65.0, 55.0, 95.0, 95.0, 95.0, 95.0, 95.0, 115.0, 115.0, 75.0, 75.0, 95.0, 95.0, 75.0, 95.0, 95.0, 65.0, 80.0, 25.0, 95.0, 95.0, 95.0, 95.0, 85.0, 85.0, 75.0, 75.0, 75.0, 65.0, 65.0, 75.0, 55.0, 65.0, 45.0, 25.0]",25.0,115.0,75.39473684210526,cairo
Buffalo Burger,"inAl Manial,Egypt","Burgers, Sandwiches",https://www.talabat.com/egypt/restaurant/700435/buffalo-burger-al-manial--tgo?aid=7766,84,"[189.0, 265.0, 525.0, 950.0, 189.0, 299.0, 225.0, 162.0, 162.0, 167.0, 183.0, 183.0, 224.0, 224.0, 250.0, 250.0, 255.0, 271.0, 271.0, 312.0, 312.0, 227.0, 252.0, 226.0, 221.0, 274.0, 281.0, 222.0, 252.0, 227.0, 287.0, 276.0, 216.0, 238.0, 315.0, 340.0, 314.0, 309.0, 362.0, 369.0, 310.0, 340.0, 315.0, 375.0, 364.0, 304.0, 326.0, 228.0, 222.0, 227.0, 305.0, 299.0, 304.0, 201.0, 214.0, 202.0, 261.0, 285.0, 298.0, 286.0, 345.0, 260.0, 145.0, 65.0, 710.0, 116.0, 90.0, 110.0, 154.0, 121.0, 55.0, 116.0, 15.0, 30.0, 15.0, 15.0, 15.0, 3.0, 15.0, 10.0, 110.0, 110.0, 16.0, 42.0]",3.0,950.0,231.25,cairo
Over dozzz,"inAl Manial,Egypt","Burgers, Fast Food, Pasta, Arabic, American, Sandwiches",https://www.talabat.com/egypt/restaurant/757538/over-dozzz-al-manial?aid=7766,81,"[165.0, 120.0, 120.0, 50.0, 135.0, 180.0, 210.0, 180.0, 200.0, 290.0, 200.0, 180.0, 180.0, 165.0, 165.0, 115.0, 210.0, 180.0, 195.0, 300.0, 195.0, 200.0, 290.0, 200.0, 200.0, 200.0, 180.0, 50.0, 50.0, 75.0, 80.0, 150.0, 199.0, 100.0, 110.0, 245.0, 265.0, 280.0, 200.0, 150.0, 200.0, 180.0, 135.0, 165.0, 165.0, 115.0, 115.0, 75.0, 100.0, 55.0, 70.0, 120.0, 30.0, 55.0, 45.0, 55.0, 50.0, 40.0, 40.0, 40.0, 35.0, 15.0, 75.0, 100.0, 120.0, 100.0, 45.0, 130.0, 130.0, 140.0, 15.0, 20.0, 150.0, 110.0, 75.0, 80.0, 120.0, 120.0, 45.0]",15.0,300.0,132.0759493670886,cairo
Pizza King,"inAl Manial,Egypt","Pizza, Pasta, Pizza, Italian",https://www.talabat.com/egypt/restaurant/502838/pizza-king--al-manial?aid=7766,154,"[131.0, 63.0, 60.0, 51.0, 137.0, 330.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 642.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 330.0, 350.0, 356.0, 478.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 331.0, 642.0, 251.0, 359.0, 336.0, 433.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 165.0, 165.0, 188.0, 171.0, 103.0, 103.0, 160.0, 154.0, 154.0, 148.0, 143.0, 143.0, 143.0, 137.0, 60.0, 74.0, 74.0, 68.0, 80.0, 80.0, 63.0, 137.0, 91.0, 137.0, 63.0, 63.0, 40.0, 51.0, 131.0, 57.0, 46.0, 23.0, 19.0, 17.0, 17.0, 17.0, 14.0, 17.0, 80.0, 80.0, 29.0, 33.0, 33.0, 33.0, 52.0, 27.0]",14.0,1239.0,414.4117647058824,cairo
Cilantro,"inDowntown - Tahrir,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/509415/cilantro-downtown--tahrir?aid=7766,102,"[117.0, 117.0, 117.0, 132.0, 102.0, 117.0, 275.0, 275.0, 185.0, 185.0, 165.0, 165.0, 155.0, 155.0, 155.0, 155.0, 165.0, 160.0, 130.0, 130.0, 122.0, 127.0, 115.0, 125.0, 117.0, 112.0, 122.0, 102.0, 102.0, 95.0, 117.0, 117.0, 117.0, 82.0, 87.0, 80.0, 117.0, 117.0, 125.0, 127.0, 122.0, 142.0, 132.0, 132.0, 102.0, 117.0, 127.0, 117.0, 117.0, 87.0, 102.0, 137.0, 127.0, 122.0, 200.0, 160.0, 140.0, 170.0, 160.0, 160.0, 155.0, 155.0, 70.0, 80.0, 75.0, 75.0, 75.0, 75.0, 120.0, 120.0, 120.0, 115.0, 120.0, 125.0, 130.0, 130.0, 130.0, 130.0, 112.0, 50.0, 80.0, 150.0, 150.0, 150.0, 20.0, 20.0, 20.0, 410.0, 410.0, 410.0, 410.0, 320.0, 345.0, 500.0, 435.0, 155.0, 220.0, 505.0, 550.0, 670.0, 239.4, 385.0]",20.0,670.0,164.42549019607844,cairo
Haty Al Sahaba,"inShobra,Egypt","Grills, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/505612/haty-el-sahaba--shobra?aid=7766,110,"[15.0, 50.0, 25.0, 500.0, 250.0, 1600.0, 1500.0, 1100.0, 25.0, 50.0, 1000.0, 750.0, 900.0, 1650.0, 1100.0, 1050.0, 320.0, 430.0, 250.0, 280.0, 470.0, 325.0, 450.0, 320.0, 320.0, 440.0, 300.0, 300.0, 300.0, 300.0, 350.0, 350.0, 350.0, 390.0, 30.0, 30.0, 30.0, 50.0, 50.0, 20.0, 15.0, 25.0, 25.0, 20.0, 20.0, 20.0, 15.0, 35.0, 50.0, 120.0, 140.0, 240.0, 220.0, 430.0, 270.0, 125.0, 425.0, 150.0, 180.0, 125.0, 600.0, 500.0, 400.0, 300.0, 200.0, 450.0, 250.0, 200.0, 350.0, 200.0, 100.0, 50.0, 100.0]",15.0,1650.0,333.83561643835617,cairo
